job_id,Job Title,Company Name,Level,Description,Essential Skills,Salary Info,Alumni Profile Link,Job Link
4535b814-ace3-4399-817e-bfe7aecd7d18,"Principal Machine Learning Engineer, Trust & Safety Engineering | Pinterest",Pinterest,Employed full-time.,"Seeking a Principal Machine Learning Engineer for Pinterest's Trust Engineering team to drive technical strategy, architecture, and roadmap, ensuring platform safety. Deep expertise in ML systems, Trust and Safety best practices, and cross-functional project management required. Collaborate with product teams, advocate for Trust needs, and provide leadership to foster a strong engineering community. US-based applicants only. Base salary range $187,000—$385,000 USD with equity eligibility. Pinterest is committed to equity, inclusion, and diversity in the workplace.","1. Deep expertise building large scale ML systems at scale with modern frameworks, 2. Knowledge and passion for current trends and best practices in Trust and Safety, 3. Track record of delivering large, cross-functional projects across multiple organizations, 4. Champion of",Salary information is not provided. NA,https://www.linkedin.com/in/farooq-faisal?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAEL01IBF8JpVODZctRsj9-RonoZrX_nhgc,https://www.linkedin.com/jobs/view/3759884574/
40e2f56c-72ac-4328-9bdd-21ac0a22f44b,Associate Recruiter | CodePay Inc.,CodePay Inc.,Combination of remote and office work.,"CodePay Inc., a payment startup, seeks a Recruiter to drive hiring efforts, partnering with leadership to attract top talent across various departments. Responsibilities include managing full-cycle recruiting, HR operations, and fostering strong manager relationships. Ideal candidates have a related degree, 0-3 years' recruiting experience, and a proven track record in hiring Go-To-Market roles. Bilingual English and Mandarin speakers preferred. This 6-month internship may lead to a full-time role, with a salary range of $40,000-$60,000 per year.","1. Full cycle recruiting process management, 2. Strong relationship building with hiring managers, 3. Data-driven decision-making, 4. Strategic recruiting strategies development, 5. Candidate experience management, 6. Consultant to hiring managers and candidates, 7. Go-To","$40K/yr - $60K/yr, per year",https://www.linkedin.com/in/sbarry-1505?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAARAv5MBCZy5QGE6Ml84idiShvLO22UoiTo,https://www.linkedin.com/jobs/view/3834892232/
6dcc6a49-b951-49b8-b8c6-0f4d7cd57675,Senior Technical Accounting Manager | EFI,EFI,Full-time employment: 40 hours per week commitment,"Join EFI™ as a Technical Accounting and Revenue Senior Manager! Manage financial operations, accounting policies, and revenue recognition compliance. Lead revenue accounting staff, review contracts, and ensure accurate financial reporting. Coordinate audits, drive process improvements, and provide insights to senior management. Requires a Bachelor's degree in Accounting or Finance, CPA preferred, with over 7 years of experience in accounting and revenue roles. Strong knowledge of US GAAP, IFRS, and experience with ERP systems. Exceptional analytical and communication skills required. Remote position with occasional travel. Join us at EFI™ and help businesses thrive - apply at efi.com/careers.","1. Strong knowledge of accounting principles and standards (e.g., US GAAP, IFRS)., 2. Experience in revenue recognition, accounting, or financial reporting (>7 years)., 3. Bachelor's degree in Accounting, Finance, or related field",Salary information: NA,https://www.linkedin.com/in/kanglilywang?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAA9p1sB547WvnPwzqstyZcvEd23gpgvxG8,https://www.linkedin.com/jobs/view/3922537654/
a2783a70-6495-4b86-a963-5ba98b04e169,"Legal Receptionist | Law Offices of Dennis Smith, PC","Law Offices of Dennis Smith, PC",Job is Full-time.,"Join our dynamic team at the Law Offices of Dennis Smith, PC as a full-time Legal Receptionist. Responsibilities include client communication, scheduling appointments, data entry, and phone management. This hybrid role is based in Melville, NY, with potential for remote work. Training provided. Ideal candidates are energetic and positive with strong communication skills and legal document knowledge. Cloudlex proficiency and Spanish fluency are a plus.","Essential Skills:, 1. Excellent communication skills, 2. Knowledge of Microsoft Office, 3. Experience in legal document preparation, 4. Proficient phone etiquette, 5. Ability to multitask and prioritize, 6. Attention to detail, 7. Flu",Salary information not provided.,https://www.linkedin.com/in/dennis-r-smith-25995838?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAf4uGUBqMKKnHpcQrxuunOwK5uBCuoykSo,https://www.linkedin.com/jobs/view/3938189819/
fd01b951-8fd3-44f6-9106-0a6fd1c2165f,Sales Director | Wilmac Technologies,Wilmac Technologies,Work location is on-site.,"Wilmac Technologies seeks a Sales Director to drive revenue growth in the assigned territory. Responsibilities include creating and executing a strategic sales plan, identifying high-value opportunities, and building strong client relationships. The ideal candidate has 3+ years of B2B sales experience, excels at closing deals, and possesses excellent communication and negotiation skills. This role requires travel and interaction with key stakeholders. Essential skills include a hunter mentality, sales strategy development, strong presentation and technical abilities, and resourcefulness. If you are a motivated, organized, and adaptable sales professional, join our team in Rochester, NY to contribute to Wilmac's strategic growth objectives.","- Sales strategy development, - Customer relationship management, - Presentation Skills, - Negotiation skills, - Communication Skills, - Technical Acumen, - Resourcefulness",$80K/yr - $130K/yr + Commission. Annual salary range.,https://www.linkedin.com/in/stephen-mcdonnell-8659042b?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAZc-80BUZjsKtJ55qFvwtmaHsRYeYAhgRg,https://www.linkedin.com/jobs/view/3894904792/
0cfa79ed-c9bc-4510-82ff-406f926fad43,Accounting Manager | Bivona Child Advocacy Center,Bivona Child Advocacy Center,Combination of remote and in-person work.,"Seeking an Accounting Manager at Bivona Child Advocacy Center to oversee accounting functions and lead staff. Responsibilities include managing general accounting tasks, financial analysis, budgeting support, and ensuring compliance with regulations. This role offers growth potential towards Controller or Director of Accounting positions. Requirements: Bachelor’s degree in accounting or finance, 5 years of accounting experience, 3 years of supervisory experience, and proficiency in Excel and accounting software. Strong attention to detail, analytical skills, and ability to work independently are essential. Full-time, exempt position with a salary range of $65,000 - $70,000, offering career development opportunities within the organization.","Skills, Knowledge, and Abilities:, 1. High-level advanced Excel proficiency., 2. Proficiency in accounting software., 3. Strong attention to detail and high degree of accuracy., 4. Ability to work independently and efficiently manage time., 5. Ability to","Salary range: $65,000 - $70,000 per year.",https://www.linkedin.com/in/shannon-bigongiari-mba-b72153150?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACRUO8YBCzgnL6CoRpHIiUByVMDvJ92fxW0,https://www.linkedin.com/jobs/view/3931554425/
555ca5f1-5892-4c09-841d-a4d2d5473730,"Sr Product Manager, Connected Services | Chamberlain Group",Chamberlain Group,Employment: Full-time position.,"Join Chamberlain Group as a Product Manager to lead the development and launch of best-in-class software products. Responsibilities include creating product roadmaps, conducting market research, defining requirements, and driving profitability. Collaborate cross-functionally to ensure product strategy aligns with business goals, develop go-to-market strategies, and support product line growth. Ideal candidates possess a Bachelor's degree, 5+ years of product management experience, and familiarity with Agile methodologies. Travel up to 25% may be required. Master's degree and experience with hardware/software offerings are preferred. Chamberlain Group is an Equal Opportunity Employer.","Essential Skills Required:, , 1. Product management experience, 2. Ability to develop and communicate a vision and roadmap for products, 3. New product development process leadership, 4. Marketing planning and value proposition development, 5. Financial performance tracking, 6.",Salary information: NA.,https://www.linkedin.com/in/chris-selle?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAASOu8wBl2eXko2O8FK7hEaTM47S58AeuyI,https://www.linkedin.com/jobs/view/3925099922/
3abbdda1-31bc-4e5b-b2c5-2f9680012e2a,PLC Controls Technician | Buffalo Rock Company,Buffalo Rock Company,Full-time employment opportunity.,"Buffalo Rock Company is seeking a Corporate PLC Controls Technician in Birmingham, AL. Responsible for designing, developing, and supervising electrical control systems. Must work flexible hours and support continuous improvement initiatives. Required to lead projects, provide technical support, and ensure equipment compliance. High school diploma, technical degree, and 5+ years of automated manufacturing experience are required. Proficiency in Allen Bradley, RS Logix, and various controls systems is essential. Safety awareness, strong communication skills, and ability to work under pressure are key competencies. Join our team and contribute to our legacy of excellence. Visit our website for more details and to apply.","Essential Skills:, 1. Proficiency in PLC hardware and software installation and support, 2. Troubleshooting and maintaining control systems, 3. Developing electrical PM procedures and standards, 4. Ability to mentor and train maintenance technicians, electricians, and",Salary: NA,https://www.linkedin.com/in/mackenzie-montiel-6b9a56172?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACkXGW0BfC2Mf-3w4fXK4vjp5Fh-LHupNWs,https://www.linkedin.com/jobs/view/3794574309/
1f0ce361-9bbe-4374-8b65-43363a6e6921,Director of GTM Product Marketing | SimplePractice,SimplePractice,Work from home; no office required.,"Join SimplePractice as the Director of GTM Product Marketing, leading outbound efforts to drive product success. Develop strategies aligned with company goals, craft messaging, execute go-to-market plans, and manage a high-performing team. Collaborate with cross-functional teams, create impactful content, run marketing campaigns, and analyze performance data. Ideal candidates possess a Bachelor's degree, 8+ years of product marketing experience, strength in B2B/B2SMB/B2C SaaS products, leadership skills, and a strategic mindset. Base compensation ranges from $180,000 to $210,000 annually, with additional benefits including medical, dental, vision insurance, 401(k), flexible time off, paid parental leave, and more.","1. Strategic planning, 2. Go-to-market strategy, 3. Messaging and positioning, 4. Content development, 5. Campaign management, 6. Market intelligence, 7. Team leadership, 8. Collaboration, 9. Performance tracking, 10. Leadership",$180K/yr - $210K/yr per year.,https://www.linkedin.com/in/matt-greenwald-56187851?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAr8IBkB76BhFUbXd3k9sbSiywqX5clulQY,https://www.linkedin.com/jobs/view/3870383381/
0eaa2fe9-4254-45f6-beb7-c554f4f9829f,Inside Legal Sales Representative - Bilingual (English/Russian) | NY Wills & Estates,NY Wills & Estates,Employment: Remote.,"Join New York Wills & Estates, a boutique law firm, as a bilingual Inside Sales Representative. This remote role involves conducting consultations with clients, establishing and maintaining relationships, and meeting sales goals. Candidates must be fluent in English and Russian, possess strong sales and communication skills, and be proficient in virtual meeting platforms. Annual salary is $50,000 plus bonuses. To apply, submit your resume and a cover letter, then call (917) 524-7565 and leave a voicemail. Join our team and contribute to serving our global clientele effectively.","1. Strong sales acumen and customer service skills, 2. Excellent communication and interpersonal skills in English and Russian, 3. Ability to work independently, self-manage, and prioritize tasks effectively, 4. Proficiency with virtual meeting platforms such as Zoom","$50,000 per year",https://www.linkedin.com/in/nywillsandestates?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAABMbo0B8xcSxsRgVPK3tMB-Y4-y6QRzlBw,https://www.linkedin.com/jobs/view/3922062715/
8379ae1e-7eef-4db1-a4ae-c2354409d8bd,"Engineer II, Business Intelligence | Ensemble Health Partners",Ensemble Health Partners,Employment: Full-time.,"Ensemble Health Partners is hiring a skilled BI Engineer II to join their team, focusing on resolving service tickets related to Business Intelligence products. Responsibilities include managing support operations, collaborating with a support team, providing technical direction, and communicating findings to stakeholders. The ideal candidate will have 3-5 years of experience in BI solutions, expertise in Power BI, SQL, and Azure ecosystems, and strong analytical and communication skills. Ensemble offers a dynamic work environment, professional development opportunities, and a comprehensive benefits package. Join an award-winning company committed to innovation, work-life flexibility, leadership, and empowering its employees. Apply now to be part of this inclusive and supportive team.","Essential Skills:, 1. Strong technical skills in BI tools and technologies such as Power BI, T-SQL, data warehousing, and Azure ecosystems., 2. Problem-solving skills with a positive attitude towards challenges., 3. Customer service focus and strong",Salary information: NA,https://www.linkedin.com/in/pragatidalal?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAGRLnEBXS0gi_oubVtphsaISwCZlyFP-sw,https://www.linkedin.com/jobs/view/3922170666/
18bd3928-062b-4b61-a902-68e14e280c06,Production Supervisor - 2nd shift | Columbus McKinnon,Columbus McKinnon,Permanent employment in which you work 40 hours per,"Join Columbus McKinnon as a Production Supervisor for the 2nd shift in Menomonee Falls, WI. Oversee manufacturing operations to ensure products meet quality and cost standards while aligning with company policies. Manage production, resolve problems, and motivate staff to achieve goals. Key responsibilities include scheduling, training, and ensuring compliance with regulatory requirements. Utilize Lean manufacturing tools, ERP systems, and performance management to drive continuous improvement. Ideal candidates have an associate degree or 5+ years of leadership experience in manufacturing. Lean manufacturing experience and a Bachelor’s degree are preferred. Experience with Microsoft Suite Applications and strong communication skills are necessary. Columbus McKinnon values diversity and offers equal opportunities for all applicants.","Essential skills required for the Production Supervisor position:, 1. Demonstrated ability in using Lean manufacturing tools and processes for continuous improvement, 2. Proficiency in Microsoft Suite Applications (Word, Excel, Access, and PowerPoint) and Internet software, 3.",Salary: NA,https://www.linkedin.com/in/saraperry1?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABEjKcIBv5pf7uTKHYtcsYkcgtXpSzmsRpI,https://www.linkedin.com/jobs/view/3879994211/
2a32bb64-1fca-45fb-aa8e-457b75386a25,Assistant General Manager | Personal Touch Food Service,Personal Touch Food Service,Workplace preference is On-site.,"Seeking an Assistant General Manager to oversee school food service operations. Ideal candidate has food service management experience, strong leadership skills, and a passion for student nutrition. Duties include managing staff, ensuring compliance with regulations, budgeting, and analyzing meal service data. Requirements: Bachelor’s degree, 3-5 years of relevant experience, knowledge of food service regulations, and strong communication skills. Competitive salary, benefits, and opportunities for growth available. Email resume and cover letter to apply. Join us at Personal Touch Food Service, Inc., where teamwork and customer satisfaction are core values.","1. Bachelor’s degree in hospitality, Culinary Arts, Nutrition, Business Administration, or related field, 2. 3-5 years of experience in food service management, preferably in a school or institutional setting, 3. Strong leadership and people management","$62,000 - $72,000 per year.",https://www.linkedin.com/in/nicole-meyers-254604210?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADV7pGABY1EB9MHrerw1ZC5VEozKx__yyBA,https://www.linkedin.com/jobs/view/3925079003/
7b6756ff-4095-4301-bef2-fc89c8a4b561,Submarine Electrician (Submarine Sail Representative) | Life Cycle Engineering,Life Cycle Engineering,Temporary employment with specified terms and conditions.,"The Submarine Sail Representative will provide training, evaluation, and advisory services for submarine operations, focusing on HM&E systems for various classes of submarines. Duties include inspections, documentation updates, technical support, and liaison services for sail installations. Requirements include a US citizenship with an active DoD Secret clearance, a high school diploma, 5+ years of relevant experience, and physical ability to perform required tasks. Personal and professional growth are supported with benefits such as medical coverage, retirement plans, paid leave, and professional development opportunities. Join our team at Life Cycle Engineering to support client success and personal advancement.","**Essential Skills Required for the Job:**, , 1. Experience in Submarine HM&E systems maintenance., 2. Prior military, DoD, or related business experience in Submarine HM&E systems maintenance., 3. Field engineering support experience on Submarine",NA,https://www.linkedin.com/in/katie-rash-76417620?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAARLr7wBNMOT3YKg9NIATJrKwloVJPYBDqM,https://www.linkedin.com/jobs/view/3818802746/
deaa89db-6dc3-4fc1-9c31-fee2e2c64d12,Care Coordinator | Horizon Health Services,Horizon Health Services,In-person employment.,"Join Horizon Health Services as a Care Coordinator in Tonawanda, NY. Conduct member assessments, develop care plans, and manage a caseload of 40 members. Collaborate with the care team and connect members to community resources. Requirements include a Bachelor’s Degree in Human Services or CASAC, 6 months of relevant experience, excellent communication skills, and a valid NYS driver’s license. Enjoy a supportive team environment, career development opportunities, and competitive compensation of $21.30 - $22.30 per hour with a bonus earning potential. Full-time, Monday to Friday, 8 AM - 5 PM schedule. Embrace diversity, equity, and inclusion with Horizon. Be part of a workplace committed to making a difference in the community","- Bachelor’s Degree in a Human Services related field; OR Credentialed Alcoholism and Substance Abuse Counselor (CASAC), - At least 6 months of experience providing care coordination services or experience working in behavioral health in another capacity",Salary: $21.30/hr - $22.30/hr per hour.,https://www.linkedin.com/in/andrea-kirsch-33649040?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAidCtoBCkt0E0MTtkfG4KJv6qWuQbus3GU,https://www.linkedin.com/jobs/view/3758970766/
f5f49e26-db2a-4d92-a6df-5bf5b610ac7b,Ideate - Project Architect | San Diego Human Resources Consulting Inc.,San Diego Human Resources Consulting Inc.,Combination of remote and in-person work.,"Project Architect

Join us as a Project Architect overseeing design and construction projects, ensuring adherence to budget, timeline, and regulations. Responsibilities include project management, design development, regulatory compliance, team collaboration, technical expertise, client interaction, quality control, documentation, and innovation. Ideal candidates hold a Bachelor's or Master's in Architecture, are a practicing Architect in California, possess proficiency in AutoCAD, SketchUp, Adobe Illustrator/Photoshop, and excel in project management. With 10+ years' experience in architectural design and project management, you'll lead projects from inception to completion. If you're detail-oriented, communicative, and innovative, we'd love to have you on our team.","Essential Skills Required for the Job:, 1. Project Management, 2. Design Development, 3. Regulatory Compliance, 4. Team Collaboration, 5. Technical Expertise, 6. Client Interaction, 7. Quality Control, 8. Documentation and Reporting",$90K/yr - $130K/yr (per year),https://www.linkedin.com/in/reedjulie?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAk_avYBUwqvUV0fpigZf1ghpkF39BMouuA,https://www.linkedin.com/jobs/view/3891670296/
09637430-1d4b-4924-b866-3c37fe7e11be,Sales Manager North America | Wiley,Wiley,Employment type: Remote work.,"Join Wiley as a remote Sales Manager in the Sciences field for North America. Lead a high-performing team to drive product, recruitment advertising sales, and content marketing solutions. Key responsibilities include hitting targets, coaching sales skills, and leveraging the Wiley portfolio. Ideal candidates have a Bachelor's degree, 10+ years of industry experience, expertise in publishing and advertising sales, and a track record of team management. Wiley empowers knowledge-seekers and fosters growth worldwide. Be part of our innovative team by applying with your resume/CV.","1. Leadership skills, 2. Coaching and mentoring abilities, 3. Sales management, 4. Team KPIs delivery, 5. Sales performance improvement, 6. Forecasting and pipeline management, 7. CRM and data utilization, 8. Collaboration skills",Salary range: $104K - $153.3K per year.,https://www.linkedin.com/in/dan-nicholas-2673765?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAADxlO8BFjBKU0L9dXjsd1lBcvvuNE4Cgnc,https://www.linkedin.com/jobs/view/3934699078/
276fc400-2541-4ed9-9ac7-8cc93de979fc,"Sr. Software Developer Engineer, AWS Security | Amazon Web Services (AWS)",Amazon Web Services (AWS),Employment status: Full-time.,"Join Amazon Security as a Sr. SDE to innovate and impact cloud security at scale. Take ownership of end-to-end development, design secure, maintainable systems, and collaborate with a diverse team of experts. Engineers with 5+ years of software development experience, programming expertise, and leadership skills will thrive in this role. Grow your career with continuous learning opportunities in a supportive, inclusive work environment. Locations available in Arlington, VA; Herndon, VA; New York City, NY; and Seattle, WA. Compensation ranges from $151,300 to $261,500/year, with benefits and potential bonuses. Apply now to contribute to Amazon Security's mission of maintaining customer trust and security excellence.","Essential skills required for this job:, 1. Proficiency in software development and programming with at least one programming language, 2. Experience in leading design or architecture of new and existing systems, 3. Strong problem-solving skills with the ability to work on","$151.3K/yr - $261.5K/yr, per year.",https://www.linkedin.com/in/saidhalli?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAG2j6MB0yoDrjxpcZa0NH1gfQ5n-UXi5SY,https://www.linkedin.com/jobs/view/3877277180/
ee506480-e148-4e72-b78b-c229d0ad4b10,Registration Specialist | Hilbert College,Hilbert College,This job is at a physical workplace.,"The Registration Specialist at Hilbert College supports enrollment and retention by managing course registration, advising, and connecting students with campus resources. Duties include transcript evaluations, monitoring student statuses, providing academic advisement, and collaborating with faculty. Qualifications include a bachelor's degree (master's preferred), higher education experience, attention to detail, strong communication skills, proficiency in Microsoft Office, and organizational abilities. This role offers a salary range of $48,000 - $49,000.","1. Experience working in a higher education setting closely related to curriculum and college policies., 2. Attention to detail., 3. Excellent oral and written communication skills., 4. Proficiency in Microsoft Office, particularly Excel., 5. Independence, motivation, and",$48K - $49K per year.,https://www.linkedin.com/in/katelyn-letizia?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAheCn4Be02CQg0tDyXOaTrzEjv6GcuXkbk,https://www.linkedin.com/jobs/view/3925322965/
2d81990b-8edf-48bd-9161-069dbdda0ad4,Accountant | Jewell & DiSimone CPAs PLLC,Jewell & DiSimone CPAs PLLC,"40 hours per week, permanent position.","Seeking a full-time Accountant in Orchard Park, NY. Responsibilities include financial record maintenance, statement preparation, tax compliance, and client support. Requirements: Analytical skills, accounting software proficiency, tax knowledge, attention to detail, and a degree in Accounting. CPA or CMA certification is a plus.","- Strong analytical and problem-solving skills, - Proficiency in accounting software and MS Office, - Experience with financial statement preparation and analysis, - Knowledge of tax regulations and compliance, - Excellent attention to detail and organizational skills, - Effective communication and interpersonal skills",Salary information not provided.,https://www.linkedin.com/in/dennisjewellcpa?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAQSGqkBnXYPnoP6lCQtC3ROfsmO-mcdYAY,https://www.linkedin.com/jobs/view/3932443305/
c53a93eb-52a7-4328-9487-937e042ccab3,Systems Engineer - Aerospace | Thales,Thales,Combines remote and in-person work.,"Thales seeks a Systems Engineer for Air Traffic Control in Syracuse, NY, or Arlington, VA. The role involves integrating sensors into complex systems, performing verification, and validation. Minimum qualifications include a Bachelor’s or Master’s degree in Engineering, 5+ years of relevant experience, IT certifications, and knowledge of Matlab or Python. The position requires U.S. Person status, with a salary range of $117,174.40 – $217,609.60 USD annually. Thales offers a comprehensive benefits program, a 9/80 work schedule option, and a diverse, inclusive work environment. Candidates must comply with federal vaccine mandate requirements. Email talentacquisition@us.thalesgroup.com for more details.","Essential skills required for the job:, , 1. Bachelor’s Degree in Systems, Electrical or Software Engineering or a related technical field, 2. 5+ years of relevant experience in system engineering, network management, IT, or cybersecurity field, 3.",Salary: $117.2K to $217.6K per year.,https://www.linkedin.com/in/susan-gallagher-40a93816?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAANXd0oB0BD-p1Sp3vD-yCR7e_CMUOd8onM,https://www.linkedin.com/jobs/view/3794001142/
07d59b1d-a571-4da9-8f71-e5360825e295,Commercial Insurance - Account Executive | Wesfair,Wesfair,Combines remote and in-person work.,"Join our team as an Account Executive at our growing NY boutique insurance brokerage. Specializing in commercial insurance for industries like Asset Management and Tech Firms, the AE will work closely with management to build client relationships, analyze risks, negotiate with carriers, and provide exceptional service. Key responsibilities include client management, policy research, risk assessment, and resolving issues. The ideal candidate will have 2-5 years of underwriting experience, strong communication and analytical skills, proficiency in Excel/PowerPoint, and a Bachelor's degree. Applied EPIC experience is a plus. This role offers the opportunity to contribute to company growth and expand into employee benefits and life insurance lines.","Essential skills required for the job:, , 1. 2-5 years of commercial lines underwriting or comparable role in the insurance industry., 2. Strong written and verbal communication skills., 3. Strong analytical skills., 4. Experience reviewing legal documents.","Salary range: $75,000 to $110,000 per year.",https://www.linkedin.com/in/jacob-hadad-cpa-cic-33ba1919?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAPjV58BHwsY2Ye-7Jc5wMm7qkTHZMLLGdg,https://www.linkedin.com/jobs/view/3854183765/
ef77ee33-0585-4775-a570-04556e14a182,Part time Dance Instructor | Creativities Studio,Creativities Studio,Employment level: On-site.,"Seeking a part-time Dance Instructor to teach 1-5 weekly classes for ages 2-6. Classes are scheduled weekday afternoons, Mon-Thurs. Responsibilities include curriculum development, student engagement, performance evaluation, and maintaining a creative environment. Qualifications include prior teaching experience, strong communication, and leadership skills. Competitive hourly compensation and bonus opportunities available.","- Ability to teach using various styles and methodologies from beginner level for ages 2-6, - Develop curriculums and prepare lesson plans, - Ability to communicate with a diverse group of teachers and students, - Engage, encourage, and",$65/hr - $75/hr. Per hour.,https://www.linkedin.com/in/emilyknauer?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAZbxsUBZP_RzJ8uX1_fy5oa-h6gskXCW5c,https://www.linkedin.com/jobs/view/3926968494/
6b9acbea-9b9f-42e7-ba59-3d81df918f9a,Engineer Trainee/Assistant Engineer (Civil/Transportation) (NY HELPS) Region 3 | NYS Department of Transportation,NYS Department of Transportation,Combination of remote and in-person work environment.,"The Engineer Trainee position in the NY HELPS program requires a bachelor's degree in engineering, or proof of passing the FE exam plus one year of experience. You will undergo a 24-month traineeship leading to the Assistant Engineer role, pending completion of the FE exam and program requirements. Duties include design, inspection, construction support, and traffic engineering tasks. The role may involve travel and regional assignments. As part of mandated emergency response, occasional duty within the Incident Command System may be required. Conversion to competitive status and promotion opportunities are available. Valid NYS driver's license is essential. Equal opportunity employer with provisions for reasonable accommodations.","Essential skills required for the job:, 1. Bachelor's degree or higher in engineering or engineering technology., 2. Proof of passing the NCEES Fundamentals of Engineering Examination (FE) and one year of full-time engineering experience., 3. Ability",Salary range: $63.1K/yr - $88.7K/yr.,https://www.linkedin.com/in/branden-lebbon-eit-b24807196?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAC4JtYwBOtq8jRwGrxVIbR-CBDEYIqgdeIw,https://www.linkedin.com/jobs/view/3883341662/
bba6578b-fb9a-4d54-91c1-81031d9cf7e9,Senior Practice Group Marketing Manager (Capital Markets) | Cooley LLP,Cooley LLP,Employment status: Full-time.,"Cooley is hiring a Senior Practice Group Marketing Manager (Capital Markets) in various locations including New York, Boston, Chicago, San Francisco, and Palo Alto. Responsibilities include leading marketing and business development activities for assigned practice group(s), collaborating with internal stakeholders, and managing marketing budgets. The ideal candidate has 7+ years of relevant experience and strong leadership and communication skills. Proven expertise in strategic planning, client development, and project management is required. This position offers a competitive salary ($140,000 - $215,000) and comprehensive benefits package. Apply today to join a dynamic team and contribute to Cooley's success.","Essential skills required for the job:, 1. Strategic planning and leadership, 2. Thought leadership in marketing best practices, 3. Budget management, 4. Marketing plan development and execution, 5. Team leadership and management, 6. Creation of marketing materials",Salary: NA,https://www.linkedin.com/in/jing-alexis-pan-57368975?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAA_wn-cBC5OcH3uXb6Lyzoh1fnOPbn73vZ8,https://www.linkedin.com/jobs/view/3870865897/
7d62351f-7a0a-474b-ad9f-5afc24383e39,"Sr Product Development Engineer | Mattel, Inc.","Mattel, Inc.",Work at the job location.,"Join Mattel's team as a Technical Engineer to drive innovative product solutions and develop creative concepts. Support new product development, mentor junior engineers, and collaborate with cross-functional teams. Requirements include an engineering degree, 5+ years in toys or consumer goods, and proficiency in CAD software. Embrace challenges, demonstrate a growth mindset, and continuous learning. Salary range is $92,000 - $114,000. Mattel is committed to diversity and inclusion - apply even if you don't meet all requirements. Explore the wonder of childhood where every person matters and innovation is our superpower. Flexible work model available. Visit our careers page for more info.","Essential skills required for the job:, , 1. Bachelor's degree in Engineering or equivalent work experience, 2. 5+ years of experience in the toys or consumer goods industry, 3. Fundamental understanding of common Engineering principles and practices, 4. Knowledge",Salary: $92K-$114K per year.,https://www.linkedin.com/in/david-welby-97965b65?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAA3M_K0B_m2UrDz1q15tcIhKw5AEo-urP6I,https://www.linkedin.com/jobs/view/3907894485/
6b721f44-c13f-4270-a89d-0af6b6d56fc8,Area General Manager Upstate NY/VT | Trane Technologies,Trane Technologies,"Experienced, senior level.","Join Trane Technologies as the General Manager for the Upstate New York/Vermont Commercial Sales Office. Drive business results and engagement. Lead P&L management, oversee sales streams, and provide operational leadership. Manage financial goals, sales functions, team development, and compliance. Qualifications include a bachelor's degree, 10 years HVAC experience, and 5 years sales management experience. Must have a valid driver's license with a clean record. Competitive compensation and benefits offered. We are Equal Opportunity Employer.","1. Bachelor's degree in engineering, engineering technology, business or equivalent, 2. Minimum ten (10) years of HVAC industry or related experience, 3. Understanding of Energy Management Systems, HVAC Systems, Temperature Controls, and/or Process Control Management",Salary: NA,https://www.linkedin.com/in/courtneyabramo?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAADmDKEBfUQRhE48Fx-L-AzvzLgf582klRw,https://www.linkedin.com/jobs/view/3889958919/
